City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
360,Sabang,ID,81.66,overcast clouds,5.8933,95.3214,Hotel Citra
362,Les Cayes,HT,81.37,scattered clouds,18.2,-73.75,Villa Orphee
364,Covington,US,58.51,overcast clouds,39.0837,-84.5086,Cincinnati Marriott at RiverCenter
365,Kapit,MY,72.81,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
366,Bardiyah,LY,55.31,clear sky,31.7561,25.0865,بورتو بردية
367,Abu Dhabi,AE,69.82,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
368,Finschhafen,PG,78.75,heavy intensity rain,-6.6024,147.8681,Cossam Guest House
369,Rocha,UY,75.43,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
371,Cumana,VE,86.09,few clouds,10.4635,-64.1775,Posada Acuarela Los Roques
373,Seoul,KR,31.44,mist,37.5683,126.9778,LOTTE Hotel Seoul
374,Sijunjung,ID,71.26,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
375,Puerto Escondido,MX,86.83,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
376,Ixtapa,MX,74.43,scattered clouds,20.7,-105.2,Hotel Plaza Providencia
377,Katsuura,JP,39.31,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
378,Canete,CL,70.3,clear sky,-37.8,-73.4,Alojamiento El Alero Criollo
379,Vetovo,BG,45.81,clear sky,43.7,26.2667,СТАИ ЗА ГОСТИ „ЛОМ“ - Guest House Lom
380,Kaeo,NZ,76.32,overcast clouds,-35.1,173.7833,Bushido Lodge
383,Saldanha,ZA,66.25,clear sky,-33.0117,17.9442,Blue Bay Lodge
384,Damaturu,NG,66.13,clear sky,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
385,Bouillante,GP,79.83,scattered clouds,16.1304,-61.7692,Gîtes Dardanelle
387,Manakara,MG,75.47,scattered clouds,-22.1333,48.0167,La Residence Manakara
390,Mamallapuram,IN,79.05,scattered clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
394,Vestmanna,FO,36.52,overcast clouds,62.1564,-7.1664,Vestmanna Camping
395,Sungaipenuh,ID,64.29,heavy intensity rain,-2.0833,101.3833,penginapan citra alam
396,Chiriqui Grande,PA,86.07,scattered clouds,8.95,-82.1167,Hotel Atlantic
398,Peshkovo,RU,41.88,few clouds,47.0187,39.3885,Gostinitsa Restoran Zhemchuzhina
400,Paris,FR,39.15,clear sky,48.8534,2.3488,Hôtel Britannique - Paris Centre
401,Kedougou,SN,81.75,few clouds,12.5579,-12.1743,Relais de Kédougou
402,Sambava,MG,78.01,light rain,-14.2667,50.1667,Melrose
403,Maneadero,MX,69.1,clear sky,31.7167,-116.5667,Casa De Thompson
404,Fairlie,GB,44.42,heavy intensity rain,55.756,-4.8556,Brisbane House Hotel
405,Praia Da Vitoria,PT,61.05,broken clouds,38.7333,-27.0667,Hotel Branco I
406,Omboue,GA,77.41,light rain,-1.5746,9.2618,Hotel Olako
407,Hualmay,PE,74.55,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
408,Bozhou,CN,36.57,few clouds,33.8772,115.7703,Haitian Hotel
409,Pathein,MM,71.89,clear sky,16.7833,94.7333,New Pammawaddy Hotel
410,Sao Filipe,CV,78.57,scattered clouds,14.8961,-24.4956,Hotel Xaguate
411,Grand Gaube,MU,77.4,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
413,Namibe,AO,75.94,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
415,Monrovia,LR,80.37,scattered clouds,6.3005,-10.7969,Sunset Inn
416,Khorramshahr,IR,62.56,broken clouds,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
417,Luwingu,ZM,62.11,overcast clouds,-10.2621,29.9271,"MR.C SIMON CHABALA (Maje, Home Place)"
420,Concarneau,FR,39.99,overcast clouds,47.875,-3.9225,Brit Hotel de L' Océan
422,Eureka,US,74.12,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
423,Isiro,CD,76.64,overcast clouds,2.7739,27.616,Guest House Hewa Bora
424,Kerema,PG,75.92,overcast clouds,-7.9631,145.7785,Frena Lodge
425,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Pousada Sitio Do Carmo
426,Katherine,AU,80.92,moderate rain,-14.4667,132.2667,Pine Tree Motel
427,Sorong,ID,77.9,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
428,Takaungu,KE,77.81,scattered clouds,-3.6837,39.8566,Takaungu House
429,Nantucket,US,50.97,few clouds,41.2835,-70.0995,Jared Coffin House
431,Pangai,TO,84.31,few clouds,-19.8,-174.35,Ha'apai Beach Resort
432,Necochea,AR,63.03,light rain,-38.5473,-58.7368,dyd -mar Hotel
433,Owando,CG,82.26,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
434,Caravelas,BR,78.75,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
435,Claveria,PH,72.25,scattered clouds,18.6074,121.0832,Casa Grand Inn By The Sea
436,Lazurne,UA,39.02,clear sky,46.084,32.5295,New Manna Hostel
438,Ratanpur,IN,54.84,clear sky,22.3,82.1667,Mahamaya lodge & Mangal Bhawan
440,Urucui,BR,80.24,overcast clouds,-7.2294,-44.5561,Hotel Premium Piauí
441,Acapulco,MX,84.02,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
442,Wuning,CN,43.45,overcast clouds,29.2589,120.2311,Fu Du Hotel
443,Santa Fe,AR,79.29,overcast clouds,-31.6333,-60.7,Conquistador Hotel
444,Changuinola,PA,80.53,overcast clouds,9.4333,-82.5167,ApartHotel Villa Esmeralda
446,Ampanihy,MG,74.21,scattered clouds,-24.7,44.75,Angora Hotel
447,Ryotsu,JP,37.67,broken clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
448,Galveston,US,76.21,clear sky,29.3669,-94.9669,Crystal Suites
449,Port Augusta,AU,62.74,clear sky,-32.5,137.7667,Majestic Oasis Apartments
450,Fully,CH,39.51,clear sky,46.1385,7.1147,Hôtel de Fully
451,Oussouye,SN,80.78,clear sky,12.485,-16.5469,Auberge du Routard
452,Naze,JP,57.49,overcast clouds,28.3667,129.4833,Shishime Hotel
453,Bundibugyo,UG,72.1,overcast clouds,0.7414,30.0417,R.A. Kaliisa Accomodations
454,Bereda,ES,49.01,overcast clouds,43.2686,-7.5406,Pazo de Verdes
455,Chiang Klang,TH,71.01,few clouds,19.2938,100.8617,Sangthong Resort
457,Narrabri,AU,65.52,clear sky,-30.3167,149.7833,Crossroads Hotel
459,Sinait,PH,73.92,overcast clouds,17.8664,120.4583,Farmville Resort
461,Talisay,PH,77.02,broken clouds,10.2447,123.8494,RedDoorz near Talisay District Hospital
464,Dakar,SN,90.48,clear sky,14.6937,-17.4441,Redface Studios Meublés
466,Abejorral,CO,76.05,scattered clouds,5.7893,-75.4273,Luis gracia
469,Ambon,ID,79.81,overcast clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
471,Tela,HN,82.62,broken clouds,15.7833,-87.45,Hotel & Restaurante Cesar Mariscos
472,Killybegs,IE,44.46,overcast clouds,54.6333,-8.45,Tara Hotel
473,Marawi,PH,65.64,few clouds,7.9986,124.2928,Derogongan Residence
474,Kaoma,ZM,65.39,overcast clouds,-14.7833,24.8,KAOMA AIRPORT
475,Viedma,AR,70.72,few clouds,-40.8135,-62.9967,Hotel Cristal
476,Gemena,CD,78.26,broken clouds,3.25,19.7667,Hôtel Goshen
477,Ringkobing,DK,34.92,few clouds,56.0901,8.244,Fjordgaarden
478,Topolobampo,MX,79.05,clear sky,25.6,-109.05,Hotel Marina Topolobampo
479,Narsipatnam,IN,74.61,broken clouds,17.6667,82.6167,Lodge Vooda Residency AC
480,Tongren,CN,40.91,overcast clouds,27.7172,109.1853,Fanjing Mountain International Conference Center
482,Cao Bang,VN,56.73,overcast clouds,22.6667,106.25,khách sạn 88
483,Taft,IR,49.95,few clouds,31.7471,54.2088,بوم گردی حاجی زینل تفت
485,Paita,PE,88.36,scattered clouds,-5.0892,-81.1144,Hotel Náutico de Paita
486,Imbituba,BR,80.82,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
487,Basoko,CD,80.6,overcast clouds,1.2391,23.616,Jackyna Hotel
490,Madang,PG,74.62,overcast clouds,-5.2246,145.7966,Comfort Inn Hotel
492,Warrington,GB,42.75,few clouds,53.3925,-2.5802,Patten Arms Hotel
494,Sao Sebastiao,BR,75.78,broken clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
495,Wilmington,US,66.97,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
496,Vygonichi,RU,30.31,overcast clouds,53.0985,34.0673,Tarpan
497,Cururupu,BR,78.84,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
498,Shenjiamen,CN,46.72,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
499,Bairiki,KI,82.4,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
500,Weligama,LK,75.02,overcast clouds,5.9667,80.4167,Weligama Bay Resort
502,Deshnok,IN,63.23,clear sky,27.7986,73.3447,Royal Karni palace
503,Linqu,CN,36.09,clear sky,36.5156,118.5397,Jiaohua Hotel
505,Isla Vista,US,89.67,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
507,Gat,IL,51.4,clear sky,31.61,34.7642,OlusHome
508,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
509,Kumluca,TR,49.68,clear sky,36.3703,30.2869,TurkuazKöy
510,Svetlogorsk,BY,31.14,light snow,52.6333,29.7333,Hotel Svetlogorsk JBIK
511,Kibakwe,TZ,64.65,light rain,-6.7167,36.3667,Muleba guest house
512,Tautira,PF,84.22,broken clouds,-17.7333,-149.15,Pension Oaoa
513,Ilhabela,BR,75.96,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
515,Gandu,BR,75.27,clear sky,-13.7439,-39.4867,Pousada Duarte
516,Sokoni,TZ,80.89,overcast clouds,-6.4333,39.55,Ujamaa Beach Resort
518,Shetpe,KZ,35.13,overcast clouds,44.1667,52.1167,Rtsm Shetpe Analog
519,Harrisonburg,US,66.79,scattered clouds,38.4496,-78.8689,Hampton Inn Harrisonburg - University
521,Labuan,MY,77.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
522,Los Llanos De Aridane,ES,66.13,clear sky,28.6585,-17.9182,Valle Aridane
523,Turayf,SA,41.25,clear sky,31.6725,38.6637,Turaif
524,Einbeck,DE,36.57,few clouds,51.8167,9.8667,Einbecker Sonnenberg - Seminar- und Gästehaus
525,Shimoda,JP,36.1,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
527,Qui Nhon,VN,71.85,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
530,Tarauaca,BR,82.24,heavy intensity rain,-8.1614,-70.7656,Flat Temporada
531,Ranong,TH,75.54,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
532,Mayo,US,68.34,clear sky,38.8876,-76.5119,Resorts Resource Group International
533,Soubre,CI,79.63,broken clouds,5.7856,-6.6083,Lynd Hotels Soubre
534,Kandrian,PG,77.09,light rain,-6.2167,149.55,Kandrian Station
535,Camopi,GF,75.9,broken clouds,3.1655,-52.3158,La pousada
536,Mairana,BO,71.33,broken clouds,-18.1167,-63.9333,Mi Terruño
537,Price,US,54.66,clear sky,39.5994,-110.8107,National 9 - Price River Inn
538,Diamantino,BR,81.25,moderate rain,-14.4086,-56.4461,Hotel Delta
539,Marystown,CA,38.86,broken clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
540,Kunming,CN,44.53,clear sky,25.0389,102.7183,Green Land Hotel
541,Lasa,IT,40.91,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
542,Bodden Town,KY,84.99,few clouds,19.2833,-81.25,Will T Place
544,Asau,RO,40.95,few clouds,46.4333,26.4,Casa Mika Ciobanus
545,Pitrufquen,CL,78.82,clear sky,-38.9833,-72.65,El Amable Refugio
548,Pocoes,BR,71.17,scattered clouds,-14.5297,-40.3653,Poções Palace Hotel
549,Raudeberg,NO,38.19,overcast clouds,61.9875,5.1352,Nordre Silda.
550,Angoche,MZ,76.69,light rain,-16.2325,39.9086,Guest House HESADA
553,Ode,NG,78.96,scattered clouds,7.7899,5.7117,OWONIDADDY HOTEL AND SUITES
557,Ciudad Bolivar,VE,90.64,scattered clouds,8.1222,-63.5497,Hotel Edi
558,Bodmin,GB,46.06,overcast clouds,50.4715,-4.7243,Lanhydrock Hotel and Golf Club
559,Puerto Colombia,CO,87.89,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
561,Ibipeba,BR,77.54,overcast clouds,-11.6408,-42.0111,Quitanda santos
563,Kochubey,RU,37.74,scattered clouds,44.3861,46.5825,Europa
564,Watertown,US,55.17,clear sky,42.3709,-71.1828,Apt downtown Waltham
565,Vega De Alatorre,MX,70.63,scattered clouds,20.0333,-96.6333,Hotel Deluxe
568,Fredericton,CA,40.24,overcast clouds,45.9454,-66.6656,"Crowne Plaza Fredericton-Lord Beaverbrook, an IHG Hotel"
570,Carutapera,BR,77.29,overcast clouds,-1.195,-46.02,Lidera
571,Honjo,JP,31.01,scattered clouds,36.2333,139.1833,Hotel Honjo
572,Savelugu,GH,86.97,scattered clouds,9.6244,-0.8253,Yoo Naa's Palace
575,Hirara,JP,69.15,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
576,Goma,CD,63.54,overcast clouds,-1.6792,29.2228,Hotel la Versailles Goma
577,Mongu,ZM,68.72,overcast clouds,-15.2484,23.1274,Country Lodge Mongu
579,Band,RO,38.79,broken clouds,46.5833,24.3833,Hotel Caprior
581,Saint-Leu,RE,76.06,few clouds,-21.15,55.2833,La Caz Oceane
582,Moron,AR,67.8,moderate rain,-34.6534,-58.6198,Hotel Morón
584,Bay Roberts,CA,39.51,overcast clouds,47.5999,-53.2648,Stonewall Inn
585,Phan Thiet,VN,74.43,overcast clouds,10.9333,108.1,Hotel Saigon-PT
586,Independence,US,55.51,broken clouds,39.0911,-94.4155,Higher Ground Hotel
587,Rosario Oeste,BR,80.47,moderate rain,-14.8361,-56.4275,Alvorada Palace accomodation
588,Carahue,CL,79.0,clear sky,-38.7,-73.1667,Hospedaje Familiar
589,Kahului,US,79.86,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
590,Dingalan,PH,73.27,scattered clouds,15.3897,121.3929,Fil Dane Inn
593,Sao Miguel Do Araguaia,BR,77.86,broken clouds,-13.275,-50.1628,Hotel Executivo Palace
594,Shangrao,CN,44.46,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
595,Yamethin,MM,63.52,clear sky,20.4333,96.15,အလင်းရောင် ဘက်ထရီ
596,Esna,EG,53.62,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
597,Matabungkay,PH,77.25,overcast clouds,13.9523,120.6198,White Castle Resort & Hotel
598,Jejuri,IN,65.61,few clouds,18.2833,74.1667,Hotel Malhargad
599,Santa Maria Del Oro,MX,65.37,clear sky,25.9333,-105.3667,Hotel Palacio Del Sol
600,Ariquemes,BR,77.95,moderate rain,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
601,Cutlerville,US,39.76,overcast clouds,42.8409,-85.6636,Hampton Inn Grand Rapids-South
602,Celestun,MX,75.02,scattered clouds,20.8667,-90.4,Posada Lilia
603,Upata,VE,81.19,scattered clouds,8.0086,-62.3989,Posada Villa Nela
606,Saint Charles,US,49.91,haze,38.7667,-90.7335,Hilton Garden Inn St. Louis/O'Fallon MO
608,Xuddur,SO,73.9,few clouds,4.1213,43.8894,Banjanay Hotel
610,Jaisalmer,IN,64.4,clear sky,26.9147,70.9181,Hotel Fifu
612,Jizan,SA,77.94,overcast clouds,17.3333,42.6667,شهدان. ابوالحجر
614,Harper,LR,79.57,broken clouds,4.375,-7.7169,Screensaver
615,Balabac,PH,80.6,broken clouds,7.9868,117.0645,Batalla’s Lodging House
616,Constantine,DZ,44.01,few clouds,36.365,6.6147,Grand Hotel Cirta
617,Santo Augusto,BR,89.06,scattered clouds,-27.8508,-53.7772,Hotel Marco Polo
618,Antalaha,MG,74.55,few clouds,-14.9003,50.2788,Hotel Vitasoa
619,Luganville,VU,81.84,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
620,Poso,ID,76.78,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
621,Caraballeda,VE,87.37,few clouds,10.6112,-66.8522,Hotel 15 Letras
622,Kalmunai,LK,77.34,overcast clouds,7.4167,81.8167,VS Villa
623,Valverde Del Camino,ES,56.73,clear sky,37.5751,-6.7543,HOTEL MONTEAROMA (ulamde hotelera S.L.)
624,Grand-Santi,GF,76.44,scattered clouds,4.25,-54.3833,Hotel La Villa Couacou
625,Grindavik,IS,30.67,clear sky,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
627,Bonthe,SL,78.51,clear sky,7.5264,-12.505,Bonthe Holiday Village
628,Nabire,ID,74.84,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
629,Alghero,IT,46.99,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
630,Baghdad,IQ,51.71,clear sky,33.3406,44.4009,Baghdad Hotel
631,Progreso,MX,86.11,scattered clouds,21.2833,-89.6667,Playa Linda Hotel
632,Half Moon Bay,US,80.15,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
634,Nicoya,CR,87.35,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
635,Severnyy,RU,30.24,broken clouds,50.677,36.5532,Full House North Mini-Hotel
636,Yima,CN,34.72,overcast clouds,34.7381,111.8839,Yima Hotel
637,Te Anau,NZ,58.26,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
638,Gympie,AU,72.32,clear sky,-26.1898,152.665,Mary River Motor Inn
642,Sao Felix Do Xingu,BR,78.62,broken clouds,-6.6447,-51.995,Rio Xingu Camping
643,Havelock,US,67.05,broken clouds,34.8791,-76.9013,Sherwood Motel
644,Kieta,PG,78.67,light rain,-6.2167,155.6333,Uruna Bay Retreat
645,Yeppoon,AU,71.38,few clouds,-23.1333,150.7333,Villa Mar Colina
646,Paamiut,GL,31.14,overcast clouds,61.994,-49.6678,Pistut
647,Kant,IN,48.87,clear sky,27.8,79.8,Haseeb Khan shatreng
649,Mogadishu,SO,76.62,scattered clouds,2.0371,45.3438,Hotel Juba
650,Sabzevar,IR,46.56,overcast clouds,36.2126,57.6819,پزشکی قانونی سبزوار
651,Punta Gorda,US,82.26,clear sky,26.9298,-82.0454,Four Points by Sheraton Punta Gorda Harborside
653,Fayaoue,NC,82.67,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
654,Wanaka,NZ,61.11,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
655,Vryburg,ZA,72.03,broken clouds,-26.9566,24.7284,The Times Premier Lodge
656,Meadow Lake,US,61.57,clear sky,34.8014,-106.5436,TumbleWeed RV Park
657,Pisco,PE,82.45,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
658,Jaguey Grande,CU,81.25,overcast clouds,22.5269,-81.1286,Hostal lleana
659,Kaseda,JP,46.85,overcast clouds,31.4167,130.3167,Sun Stay Kaseda
660,Port Keats,AU,78.94,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
661,Brae,GB,42.71,overcast clouds,60.3964,-1.353,Busta House Hotel
663,Faanui,PF,81.34,scattered clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
664,Vila Franca Do Campo,PT,62.2,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
666,Masterton,NZ,66.88,light rain,-40.9597,175.6575,Copthorne Hotel & Resort Solway Park Wairarapa
667,Methoni,GR,52.21,broken clouds,36.8197,21.7049,Methoni Beach Hotel
668,Vanimo,PG,76.46,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
670,Yushan,CN,45.99,overcast clouds,31.3776,120.9543,Swissotel Kunshan
671,Margate,GB,42.31,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
674,Saint-Georges,GD,80.28,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
676,Wuhan,CN,41.09,overcast clouds,30.5833,114.2667,Novotel Wuhan Xinhua Hotel
677,Diego De Almagro,CL,77.61,clear sky,-26.3667,-70.05,hotel luna del desierto
679,Pochutla,MX,85.82,clear sky,15.7432,-96.4661,Hotel Posada San Jose
680,Ban Bung,TH,71.51,broken clouds,18.3081,100.7044,เฮือนวาดเขียน
681,Sterling,US,68.14,few clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
682,Yuty,PY,94.42,broken clouds,-26.6,-56.25,Hotel Independencia
683,Wabrzezno,PL,35.89,overcast clouds,53.2799,18.9477,AGROTURYSTYKA
686,Svetlyy,RU,33.96,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
687,Dodge City,US,52.68,broken clouds,37.7528,-100.0171,Windsor Inn & Suites
688,Mantua,IT,51.69,scattered clouds,45.1667,10.7833,Hotel la Favorita
690,Ugoofaaru,MV,81.25,overcast clouds,5.6667,73.0,Ungoofaaru Inn
693,Emerald,AU,70.34,clear sky,-23.5333,148.1667,The Irish Village
694,Inirida,CO,84.92,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
695,Kapoeta,SS,86.77,broken clouds,4.7717,33.5903,Eastgate Hotel
696,Tiassale,CI,79.74,clear sky,5.8983,-4.8283,Hotel des hotes
698,Alta Floresta,BR,82.22,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
701,Comodoro Rivadavia,AR,69.66,clear sky,-45.8667,-67.5,Austral Hotel
702,Santa Maria,BR,85.3,scattered clouds,-29.6842,-53.8069,Hotel Morotin
